month,day,height,input,contain,empty,output,sea,cdb,jsb,hgb,hjb,dgb,jgb,sjd
9,12,24.95,269,209.6,34.4,469,430,314.7,307.2,308,292.3,0,0,0
9,12,24.94,168,209.24,34.76,469,456,313.7,306.2,307,292.3,0,0,0
9,12,24.93,69,208.88,35.12,469,483,313.7,306.2,307,292.3,0,0,0
9,12,24.93,69,208.88,35.12,469,508,313.7,305.2,306,291.3,0,0,0
9,12,24.93,169,208.88,35.12,469,535,312.7,305.2,305,290.3,0,0,0
9,12,24.93,269,208.88,35.12,469,560,311.7,305.2,305,290.3,0,0,0
9,12,24.93,269,208.88,35.12,469,583,312.7,304.2,305,290.3,0,0,0
9,12,24.93,369,208.88,35.12,469,604,311.7,304.2,305,289.3,0,0,0
9,12,24.93,469,208.88,35.12,469,624,311.7,303.2,304,289.3,0,0,0
9,12,24.93,469,208.88,35.12,469,640,311.7,303.2,304,289.3,0,0,0
9,12,24.93,483,208.88,35.12,483,654,310.7,302.2,303,289.3,0,0,0
9,12,24.92,383,208.52,35.48,483,664,310.7,302.2,303,287.3,0,0,0
9,12,24.92,383,208.52,35.48,483,672,309.7,302.2,303,287.3,0,0,0
9,12,24.9,184,207.8,36.2,483,675,309.7,301.2,303,288.3,0,0,0
9,12,24.89,85,207.44,36.56,483,675,308.7,301.2,302,288.3,0,0,0
9,12,24.89,85,207.44,36.56,483,669,307.7,301.2,302,287.3,0,0,0
9,12,24.88,0,207.08,36.92,483,660,306.7,300.2,302,287.3,0,0,0
9,12,24.88,85,207.08,36.92,483,649,305.7,300.2,302,290.3,0,0,0
9,12,24.88,85,207.08,36.92,483,636,305.7,300.2,301,304.3,0,0,0
9,12,24.87,184,206.73,37.27,483,620,306.7,299.2,300,313.3,0,0,0
9,12,24.87,285,206.73,37.27,483,603,305.7,299.2,300,320.3,0,0,0
9,12,24.87,285,206.73,37.27,483,588,305.7,299.2,308,326.3,0,0,0
9,12,24.87,384,206.73,37.27,483,571,305.7,309.2,322,331.3,0,0,0
9,12,24.87,378,206.73,37.27,477,552,304.7,321.2,330,336.3,0,0,0
9,12,24.87,378,206.73,37.27,477,534,316.7,327.2,336,340.3,0,0,0
9,12,24.87,477,206.73,37.27,477,517,330.7,334.2,343,343.3,0,0,0
9,12,24.86,380,206.37,37.63,479,502,352.7,339.2,348,344.3,0,0,0
9,13,24.86,380,206.37,37.63,479,487,364.7,349.2,353,346.3,0,0,0
9,13,24.87,367,206.73,37.27,367,468,374.7,366.2,361,346.3,0,0,0
9,13,24.86,159,206.37,37.63,258,452,381.7,375.2,372,344.3,0,0,0
9,13,24.86,165,206.37,37.63,262,435,388.7,379.2,379,340.3,0,0,0
9,13,24.86,163,206.37,37.63,262,418,395.7,385.2,381,334.3,0,0,0
9,13,24.85,163,206.01,37.99,262,402,398.7,387.2,383,328.3,0,0,0
9,13,24.85,161,206.01,37.99,260,386,399.7,387.2,383,328.3,0,0,0
9,13,24.85,62,206.01,37.99,260,371,398.7,384.2,379,331.3,0,0,0
9,13,24.85,161,206.01,37.99,260,356,392.7,378.2,373,335.3,0,0,0
9,13,24.85,155,206.01,37.99,254,342,385.7,368.2,367,339.3,0,0,0
9,13,24.85,161,206.01,37.99,260,328,376.7,363.2,361,342.3,0,0,0
9,13,24.85,254,206.01,37.99,254,314,367.7,357.2,359,344.3,0,0,0
9,13,24.85,260,206.01,37.99,260,300,357.7,353.2,356,344.3,0,0,0
9,13,24.85,253,206.01,37.99,253,287,352.7,350.2,354,343.3,0,0,0
9,13,24.85,260,206.01,37.99,260,275,348.7,347.2,351,341.3,0,0,0
9,13,24.85,260,206.01,37.99,260,263,346.7,345.2,349,338.3,0,0,0
9,13,24.86,359,206.37,37.63,260,252,346.7,343.2,346,335.3,0,0,0
9,13,24.86,352,206.37,37.63,253,241,346.7,341.2,343,333.3,0,0,0
9,13,24.86,352,206.37,37.63,253,229,346.7,340.2,341,329.3,0,0,0
9,13,24.86,359,206.37,37.63,260,219,346.7,339.2,339,325.3,0,0,0
9,13,24.86,359,206.37,37.63,260,208,345.7,338.2,338,321.3,0,0,0
9,13,24.86,351,206.37,37.63,252,198,343.7,336.2,337,318.3,0,0,0
9,13,24.85,154,206.01,37.99,253,188,340.7,334.2,335,316.3,0,0,0
9,13,24.85,161,206.01,37.99,260,178,338.7,332.2,333,315.3,0,0,0
9,13,24.85,161,206.01,37.99,260,168,336.7,330.2,331,314.3,0,0,0
9,13,24.85,154,206.01,37.99,253,159,334.7,327.2,329,313.3,0,0,0
9,13,24.85,154,206.01,37.99,253,150,330.7,325.2,327,313.3,0,0,0
9,13,24.85,154,206.01,37.99,253,142,329.7,323.2,325,311.3,0,0,0
9,13,24.85,260,206.01,37.99,260,134,326.7,321.2,324,310.3,0,0,0
9,13,24.85,260,206.01,37.99,260,130,325.7,320.2,322,309.3,0,0,0
9,13,24.85,260,206.01,37.99,260,128,323.7,319.2,321,308.3,0,0,0
9,13,24.86,357,206.37,37.63,258,133,322.7,317.2,319,305.3,0,0,0
9,13,24.86,357,206.37,37.63,258,150,320.7,316.2,318,303.3,0,0,0
9,13,24.86,351,206.37,37.63,252,169,319.7,315.2,317,302.3,0,0,0
9,13,24.86,351,206.37,37.63,252,186,318.7,314.2,315,301.3,0,0,0
9,13,24.86,351,206.37,37.63,252,199,318.7,313.2,314,299.3,0,0,0
9,13,24.86,351,206.37,37.63,252,209,317.7,312.2,312,297.3,0,0,0
9,13,24.86,252,206.37,37.63,252,221,316.7,310.2,311,296.3,0,0,0
9,13,24.86,252,206.37,37.63,252,233,315.7,309.2,310,295.3,0,0,0
9,13,24.86,252,206.37,37.63,252,248,314.7,308.2,309,294.3,0,0,0
9,13,24.86,252,206.37,37.63,252,269,312.7,307.2,308,293.3,0,0,0
9,13,24.86,252,206.37,37.63,252,293,311.7,305.2,307,292.3,0,0,0
9,13,24.86,252,206.37,37.63,252,317,309.7,304.2,306,292.3,0,0,0
9,13,24.86,252,206.37,37.63,252,341,308.7,303.2,305,291.3,0,0,0
9,13,24.86,252,206.37,37.63,252,365,307.7,302.2,304,290.3,0,0,0
9,13,24.86,252,206.37,37.63,252,389,306.7,301.2,303,289.3,0,0,0
9,13,24.86,252,206.37,37.63,252,411,304.7,300.2,302,287.3,0,0,0
9,13,24.86,252,206.37,37.63,252,434,304.7,299.2,301,286.3,0,0,0
9,13,24.86,252,206.37,37.63,252,456,303.7,299.2,300,285.3,0,0,0
9,13,24.86,252,206.37,37.63,252,477,302.7,298.2,299,285.3,0,0,0
9,13,24.86,252,206.37,37.63,252,499,301.7,297.2,298,284.3,0,0,0
9,13,24.86,252,206.37,37.63,252,520,300.7,296.2,298,283.3,0,0,0
9,13,24.86,252,206.37,37.63,252,539,300.7,295.2,296,283.3,0,0,0
9,13,24.86,252,206.37,37.63,252,557,298.7,294.2,296,282.3,0,0,0
9,13,24.86,252,206.37,37.63,252,573,298.7,294.2,295,281.3,0,0,0
9,13,24.86,252,206.37,37.63,252,587,297.7,293.2,295,281.3,0,0,0
9,13,24.86,252,206.37,37.63,252,599,296.7,292.2,294,280.3,0,0,0
9,13,24.86,252,206.37,37.63,252,607,296.7,292.2,293,280.3,0,0,0
9,13,24.86,252,206.37,37.63,252,613,296.7,291.2,293,279.3,0,0,0
9,13,24.86,252,206.37,37.63,252,616,294.7,290.2,292,278.3,0,0,0
9,13,24.86,252,206.37,37.63,252,615,294.7,290.2,291,277.3,0,0,0
9,13,24.86,252,206.37,37.63,252,612,293.7,289.2,291,277.3,0,0,0
9,13,24.86,252,206.37,37.63,252,605,293.7,288.2,290,276.3,0,0,0
9,13,24.86,252,206.37,37.63,252,594,290.7,288.2,289,275.3,0,0,0
9,13,24.86,252,206.37,37.63,252,580,290.7,287.2,289,275.3,0,0,0
9,13,24.87,351,206.73,37.27,252,566,289.7,286.2,288,279.3,0,0,0
9,13,24.87,351,206.73,37.27,252,551,288.7,285.2,287,288.3,0,0,0
9,13,24.87,351,206.73,37.27,252,538,288.7,284.2,286,294.3,0,0,0
9,13,24.88,450,207.08,36.92,252,521,289.7,284.2,286,298.3,0,0,0
9,13,24.88,450,207.08,36.92,252,504,288.7,284.2,293,300.3,0,0,0
9,13,24.9,650,207.8,36.2,252,487,287.7,292.2,301,302.3,0,0,0
9,13,24.9,551,207.8,36.2,252,470,287.7,299.2,306,303.3,0,0,0
9,13,24.91,650,208.16,35.84,252,453,297.7,302.2,310,303.3,0,0,0
9,13,24.92,749,208.52,35.48,252,437,307.7,306.2,313,304.3,0,0,0
9,13,24.92,650,208.52,35.48,252,423,321.7,309.2,316,303.3,0,0,0
9,13,24.92,650,208.52,35.48,252,407,328.7,315.2,318,302.3,0,0,0
9,13,24.92,451,208.52,35.48,252,390,335.7,325.2,322,300.3,0,0,0
9,13,24.92,451,208.52,35.48,252,374,339.7,329.2,327,294.3,0,0,0
9,13,24.92,352,208.52,35.48,252,360,342.7,332.2,330,287.3,0,0,0
9,13,24.93,352,208.88,35.12,252,345,343.7,333.2,330,283.3,0,0,0
9,13,24.93,352,208.88,35.12,252,330,343.7,333.2,329,283.3,0,0,0
9,13,24.93,352,208.88,35.12,252,317,341.7,328.2,324,288.3,0,0,0
9,13,24.93,498,208.88,35.12,398,303,338.7,322.2,318,294.3,0,0,0
9,13,24.94,614,209.24,34.76,414,291,330.7,316.2,315,298.3,0,0,0
9,13,24.95,714,209.6,34.4,414,278,322.7,312.2,314,300.3,0,0,0
9,13,24.95,617,209.6,34.4,417,265,315.7,310.2,312,301.3,0,0,0
9,13,24.95,617,209.6,34.4,417,254,308.7,308.2,313,301.3,0,0,0
9,13,24.95,617,209.6,34.4,417,242,305.7,307.2,312,300.3,0,0,0
9,13,24.95,617,209.6,34.4,417,230,304.7,306.2,310,299.3,0,0,0
9,13,24.95,517,209.6,34.4,417,219,306.7,304.2,308,298.3,0,0,0
9,13,24.95,417,209.6,34.4,417,208,308.7,303.2,306,296.3,0,0,0
9,13,24.95,417,209.6,34.4,417,197,309.7,303.2,304,295.3,0,0,0
9,13,24.95,417,209.6,34.4,417,186,311.7,303.2,304,292.3,0,0,0
9,13,24.95,417,209.6,34.4,417,176,312.7,303.2,304,289.3,0,0,0
9,13,24.95,417,209.6,34.4,417,166,312.7,303.2,304,285.3,0,0,0
9,13,24.93,220,208.88,35.12,420,156,311.7,303.2,304,283.3,0,0,0
9,13,24.92,120,208.52,35.48,420,146,309.7,303.2,303,282.3,0,0,0
9,13,24.92,120,208.52,35.48,420,136,308.7,302.2,302,283.3,0,0,0
9,13,24.92,120,208.52,35.48,420,127,306.7,300.2,301,283.3,0,0,0
9,13,24.92,120,208.52,35.48,420,117,305.7,298.2,299,285.3,0,0,0
9,13,24.92,120,208.52,35.48,420,109,303.7,297.2,298,285.3,0,0,0
9,13,24.93,420,208.88,35.12,420,101,300.7,296.2,298,285.3,0,0,0
9,13,24.93,520,208.88,35.12,420,94,299.7,295.2,297,285.3,0,0,0
9,13,24.93,520,208.88,35.12,420,90,300.7,295.2,297,284.3,0,0,0
9,13,24.94,620,209.24,34.76,420,92,302.7,294.2,296,284.3,0,0,0
9,13,24.94,620,209.24,34.76,420,102,301.7,295.2,296,283.3,0,0,0
9,13,24.95,717,209.6,34.4,417,121,303.7,295.2,297,283.3,0,0,0
9,13,24.95,617,209.6,34.4,417,139,303.7,295.2,297,282.3,0,0,0
9,13,24.95,617,209.6,34.4,417,153,304.7,295.2,297,281.3,0,0,0
9,13,24.95,617,209.6,34.4,417,166,303.7,295.2,296,280.3,0,0,0
9,13,24.95,517,209.6,34.4,417,178,303.7,295.2,296,281.3,0,0,0
9,13,24.95,517,209.6,34.4,417,190,302.7,295.2,296,282.3,0,0,0
9,13,24.92,120,208.52,35.48,420,206,301.7,295.2,296,282.3,0,0,0
9,13,24.9,0,207.8,36.2,420,225,301.7,295.2,295,281.3,0,0,0
9,13,24.89,0,207.44,36.56,420,249,300.7,294.2,295,281.3,0,0,0
9,13,24.89,0,207.44,36.56,420,275,300.7,293.2,295,281.3,0,0,0
9,13,24.89,0,207.44,36.56,420,300,299.7,292.2,295,281.3,0,0,0
9,13,24.89,0,207.44,36.56,420,324,298.7,293.2,295,281.3,0,0,0
9,13,24.89,122,207.44,36.56,420,350,299.7,293.2,295,280.3,0,0,0
9,13,24.89,320,207.44,36.56,420,374,299.7,293.2,295,280.3,0,0,0
9,13,24.89,420,207.44,36.56,420,398,300.7,293.2,295,280.3,0,0,0
9,13,24.89,420,207.44,36.56,420,422,299.7,293.2,294,279.3,0,0,0
9,13,24.89,420,207.44,36.56,420,446,299.7,293.2,294,279.3,0,0,0
9,13,24.89,420,207.44,36.56,420,469,299.7,293.2,294,279.3,0,0,0
9,13,24.88,321,207.08,36.92,420,495,300.7,293.2,294,278.3,0,0,0
9,13,24.88,321,207.08,36.92,420,519,300.7,293.2,294,278.3,0,0,0
9,13,24.87,222,206.73,37.27,420,540,298.7,293.2,294,278.3,0,0,0
9,13,24.87,222,206.73,37.27,420,561,300.7,293.2,294,278.3,0,0,0
9,13,24.86,122,206.37,37.63,420,581,299.7,293.2,294,279.3,0,0,0
9,13,24.86,122,206.37,37.63,420,598,298.7,292.2,293,278.3,0,0,0
9,13,24.85,126,206.01,37.99,423,614,298.7,292.2,293,279.3,0,0,0
9,13,24.85,126,206.01,37.99,423,626,298.7,292.2,293,278.3,0,0,0
9,13,24.85,225,206.01,37.99,423,637,298.7,292.2,293,278.3,0,0,0
9,13,24.85,225,206.01,37.99,423,645,297.7,292.2,293,278.3,0,0,0
9,13,24.85,324,206.01,37.99,423,650,298.7,292.2,293,278.3,0,0,0
9,13,24.85,324,206.01,37.99,423,652,298.7,292.2,293,278.3,0,0,0
9,13,24.85,423,206.01,37.99,423,649,297.7,292.2,293,278.3,0,0,0
9,13,24.85,423,206.01,37.99,423,643,297.7,291.2,293,278.3,0,0,0
9,13,24.84,324,205.65,38.35,423,635,297.7,291.2,293,277.3,0,0,0
9,13,24.84,324,205.65,38.35,423,624,297.7,291.2,293,281.3,0,0,0
9,13,24.82,90,204.87,39.13,423,611,296.7,291.2,293,292.3,0,0,0
9,13,24.82,90,204.87,39.13,423,596,296.7,291.2,293,300.3,0,0,0
9,13,24.81,0,204.47,39.53,423,581,296.7,290.2,292,306.3,0,0,0
9,13,24.81,0,204.47,39.53,423,567,295.7,290.2,298,311.3,0,0,0
9,14,24.8,0,204.07,39.93,430,552,295.7,299.2,309,315.3,0,0,0
9,14,24.84,304,205.65,38.35,304,536,295.7,308.2,317,319.3,0,0,0
9,14,24.81,73,204.47,39.53,184,520,306.7,313.2,322,322.3,0,0,0
9,14,24.81,72,204.47,39.53,183,505,317.7,319.2,327,324.3,0,0,0
9,14,24.82,71,204.87,39.13,182,491,336.7,323.2,331,326.3,0,0,0
9,14,24.81,182,204.47,39.53,182,477,346.7,331.2,335,327.3,0,0,0
9,14,24.82,403,204.87,39.13,181,460,354.7,345.2,341,327.3,0,0,0
9,14,24.82,0,204.87,39.13,181,445,361.7,353.2,351,325.3,0,0,0
9,14,24.82,291,204.87,39.13,180,430,367.7,357.2,356,320.3,0,0,0
9,14,24.82,291,204.87,39.13,180,414,372.7,362.2,359,315.3,0,0,0
9,14,24.82,180,204.87,39.13,180,398,374.7,363.2,360,309.3,0,0,0
9,14,24.82,291,204.87,39.13,180,384,374.7,363.2,360,310.3,0,0,0
9,14,24.82,180,204.87,39.13,180,369,374.7,360.2,356,314.3,0,0,0
9,14,24.81,69,204.47,39.53,180,354,369.7,354.2,350,318.3,0,0,0
9,14,24.81,69,204.47,39.53,180,340,362.7,347.2,345,321.3,0,0,0
9,14,24.81,69,204.47,39.53,180,327,354.7,341.2,341,324.3,0,0,0
9,14,24.82,180,204.87,39.13,180,314,344.7,336.2,340,326.3,0,0,0
9,14,24.82,179,204.87,39.13,179,301,337.7,334.2,339,327.3,0,0,0
9,14,24.82,179,204.87,39.13,179,289,331.7,332.2,336,326.3,0,0,0
9,14,24.82,290,204.87,39.13,179,277,328.7,329.2,334,324.3,0,0,0
9,14,24.82,290,204.87,39.13,179,265,328.7,327.2,331,322.3,0,0,0
9,14,24.82,290,204.87,39.13,179,254,329.7,325.2,328,319.3,0,0,0
9,14,24.84,401,205.65,38.35,179,243,330.7,324.2,326,316.3,0,0,0
9,14,24.84,401,205.65,38.35,179,233,329.7,324.2,325,313.3,0,0,0
9,14,24.84,401,205.65,38.35,179,223,329.7,323.2,323,309.3,0,0,0
9,14,24.84,401,205.65,38.35,179,212,329.7,322.2,323,306.3,0,0,0
9,14,24.84,401,205.65,38.35,179,203,328.7,321.2,322,303.3,0,0,0
9,14,24.84,401,205.65,38.35,179,194,326.7,320.2,320,301.3,0,0,0
9,14,24.84,179,205.65,38.35,179,186,323.7,317.2,319,300.3,0,0,0
9,14,24.84,179,205.65,38.35,179,177,321.7,315.2,316,300.3,0,0,0
9,14,24.84,179,205.65,38.35,179,169,318.7,313.2,314,300.3,0,0,0
9,14,24.85,278,206.01,37.99,179,162,316.7,311.2,312,299.3,0,0,0
9,14,24.85,278,206.01,37.99,179,156,314.7,309.2,311,299.3,0,0,0
9,14,24.85,278,206.01,37.99,179,154,312.7,307.2,310,297.3,0,0,0
9,14,24.85,278,206.01,37.99,179,155,310.7,306.2,309,296.3,0,0,0
9,14,24.85,278,206.01,37.99,179,162,309.7,305.2,307,294.3,0,0,0
9,14,24.85,278,206.01,37.99,179,178,308.7,304.2,306,293.3,0,0,0
9,14,24.86,278,206.37,37.63,179,194,307.7,303.2,305,292.3,0,0,0
9,14,24.86,278,206.37,37.63,179,207,306.7,302.2,304,291.3,0,0,0
9,14,24.86,278,206.37,37.63,179,217,306.7,301.2,302,290.3,0,0,0
9,14,24.86,278,206.37,37.63,179,225,306.7,300.2,301,288.3,0,0,0
9,14,24.86,278,206.37,37.63,179,233,304.7,299.2,301,287.3,0,0,0
9,14,24.86,278,206.37,37.63,179,245,303.7,298.2,300,286.3,0,0,0
9,14,24.86,179,206.37,37.63,179,260,302.7,297.2,299,285.3,0,0,0
9,14,24.86,179,206.37,37.63,179,279,301.7,296.2,298,284.3,0,0,0
9,14,24.86,179,206.37,37.63,179,300,300.7,295.2,297,283.3,0,0,0
9,14,24.86,179,206.37,37.63,179,321,298.7,294.2,296,282.3,0,0,0
9,14,24.87,278,206.73,37.27,179,342,297.7,293.2,295,282.3,0,0,0
9,14,24.87,278,206.73,37.27,179,363,296.7,292.2,294,281.3,0,0,0
9,14,24.87,278,206.73,37.27,179,385,295.7,292.2,292,280.3,0,0,0
9,14,24.87,278,206.73,37.27,179,406,294.7,290.2,292,280.3,0,0,0
9,14,24.87,278,206.73,37.27,179,425,292.7,290.2,292,279.3,0,0,0
9,14,24.87,278,206.73,37.27,179,443,293.7,289.2,290,278.3,0,0,0
9,14,24.87,179,206.73,37.27,179,461,292.7,288.2,290,277.3,0,0,0
9,14,24.87,179,206.73,37.27,179,478,291.7,288.2,289,276.3,0,0,0
9,14,24.87,179,206.73,37.27,179,493,291.7,287.2,288,275.3,0,0,0
9,14,24.89,377,207.44,36.56,179,507,290.7,286.2,288,274.3,0,0,0
9,14,24.89,377,207.44,36.56,179,520,289.7,286.2,287,273.3,0,0,0
9,14,24.9,477,207.8,36.2,178,533,288.7,285.2,287,273.3,0,0,0
9,14,24.92,675,208.52,35.48,178,543,288.7,284.2,287,273.3,0,0,0
9,14,24.92,675,208.52,35.48,178,552,287.7,284.2,286,273.3,0,0,0
9,14,24.92,675,208.52,35.48,178,559,286.7,283.2,285,272.3,0,0,0
9,14,24.92,476,208.52,35.48,178,561,286.7,282.2,284,272.3,0,0,0
9,14,24.92,476,208.52,35.48,178,560,285.7,282.2,283,271.3,0,0,0
9,14,24.92,377,208.52,35.48,178,557,284.7,281.2,282,270.3,0,0,0
9,14,24.92,178,208.52,35.48,178,550,284.7,281.2,282,270.3,0,0,0
9,14,24.92,178,208.52,35.48,178,542,283.7,281.2,282,269.3,0,0,0
9,14,24.92,308,208.52,35.48,308,533,282.7,280.2,282,268.3,0,0,0
9,14,24.92,338,208.52,35.48,338,523,283.7,280.2,281,268.3,0,0,0
9,14,24.92,338,208.52,35.48,338,511,283.7,279.2,281,267.3,0,0,0
9,14,24.93,438,208.88,35.12,338,499,283.7,279.2,280,266.3,0,0,0
9,14,24.93,440,208.88,35.12,340,486,282.7,278.2,279,270.3,0,0,0
9,14,24.94,540,209.24,34.76,340,472,282.7,278.2,279,275.3,0,0,0
9,14,24.94,540,209.24,34.76,340,456,282.7,278.2,279,279.3,0,0,0
9,14,24.94,540,209.24,34.76,340,441,280.7,277.2,279,281.3,0,0,0
9,14,24.94,540,209.24,34.76,340,427,281.7,277.2,283,282.3,0,0,0
9,14,24.95,540,209.6,34.4,340,412,280.7,282.2,288,282.3,0,0,0
9,14,24.95,540,209.6,34.4,340,397,281.7,286.2,291,282.3,0,0,0
9,14,24.95,440,209.6,34.4,340,383,287.7,288.2,293,281.3,0,0,0
9,14,24.95,440,209.6,34.4,340,369,294.7,291.2,294,278.3,0,0,0
9,14,24.95,440,209.6,34.4,340,355,302.7,292.2,295,272.3,0,0,0
9,14,24.95,440,209.6,34.4,340,341,307.7,295.2,295,268.3,0,0,0
9,14,24.95,340,209.6,34.4,340,328,310.7,300.2,296,266.3,0,0,0
9,14,24.95,340,209.6,34.4,340,315,310.7,300.2,297,267.3,0,0,0
9,14,24.95,340,209.6,34.4,340,301,311.7,293.2,293,268.3,0,0,0
9,14,24.95,340,209.6,34.4,340,289,309.7,294.2,291,268.3,0,0,0
9,14,24.94,240,209.24,34.76,340,277,303.7,290.2,291,269.3,0,0,0
9,14,,,,,,265,297.7,289.2,291,273.3,0,0,0
9,14,24.93,142,208.88,35.12,342,253,290.7,289.2,290,277.3,0,0,0
9,14,24.93,142,208.88,35.12,342,242,286.7,287.2,290,278.3,0,0,0
9,14,24.93,142,208.88,35.12,342,230,285.7,284.2,288,279.3,0,0,0
9,14,24.93,142,208.88,35.12,342,219,284.7,282.2,286,279.3,0,0,0
9,14,24.93,242,208.88,35.12,342,209,285.7,282.2,286,279.3,0,0,0
9,14,24.93,242,208.88,35.12,342,200,285.7,282.2,286,278.3,0,0,0
9,14,24.93,342,208.88,35.12,342,188,286.7,283.2,286,276.3,0,0,0
9,14,24.93,342,208.88,35.12,342,178,288.7,284.2,286,274.3,0,0,0
9,14,24.94,442,209.24,34.76,342,168,291.7,284.2,286,271.3,0,0,0
9,14,24.93,342,208.88,35.12,342,158,292.7,284.2,286,268.3,0,0,0
9,14,24.93,342,208.88,35.12,342,149,293.7,285.2,286,267.3,0,0,0
9,14,24.93,342,208.88,35.12,342,139,293.7,285.2,286,267.3,0,0,0
9,14,24.93,342,208.88,35.12,342,130,292.7,285.2,286,267.3,0,0,0
9,14,24.93,342,208.88,35.12,342,121,292.7,285.2,285,268.3,0,0,0
9,14,24.93,242,208.88,35.12,342,112,290.7,284.2,284,268.3,0,0,0
9,14,24.92,242,208.52,35.48,342,105,288.7,283.2,283,268.3,0,0,0
9,14,24.92,242,208.52,35.48,342,97,287.7,282.2,284,270.3,0,0,0
9,14,24.92,242,208.52,35.48,342,92,285.7,282.2,283,271.3,0,0,0
9,14,24.92,242,208.52,35.48,342,89,285.7,282.2,283,271.3,0,0,0
9,14,24.92,242,208.52,35.48,342,90,285.7,281.2,282,271.3,0,0,0
9,14,24.92,242,208.52,35.48,342,98,285.7,281.2,282,271.3,0,0,0
9,14,24.92,342,208.52,35.48,342,111,285.7,281.2,282,271.3,0,0,0
9,14,24.92,342,208.52,35.48,342,124,286.7,281.2,282,270.3,0,0,0
9,14,24.92,342,208.52,35.48,342,136,286.7,281.2,282,270.3,0,0,0
9,14,24.92,342,208.52,35.48,342,146,287.7,281.2,282,269.3,0,0,0
9,14,24.92,342,208.52,35.48,342,154,288.7,281.2,282,268.3,0,0,0
9,14,24.92,342,208.52,35.48,342,165,288.7,281.2,282,268.3,0,0,0
9,14,24.92,342,208.52,35.48,342,177,290.7,281.2,282,268.3,0,0,0
9,14,24.92,342,208.52,35.48,342,193,289.7,281.2,282,268.3,0,0,0
9,14,24.92,342,208.52,35.48,342,211,289.7,281.2,282,268.3,0,0,0
9,14,24.9,143,207.8,36.2,342,232,288.7,281.2,282,268.3,0,0,0
9,14,24.9,143,207.8,36.2,342,251,287.7,281.2,282,268.3,0,0,0
9,14,24.9,143,207.8,36.2,342,271,287.7,281.2,282,269.3,0,0,0
9,14,24.9,143,207.8,36.2,342,292,286.7,281.2,282,269.3,0,0,0
9,14,24.9,143,207.8,36.2,342,313,285.7,281.2,282,270.3,0,0,0
9,14,24.9,143,207.8,36.2,342,334,285.7,281.2,282,270.3,0,0,0
9,14,24.9,342,207.8,36.2,342,354,284.7,281.2,282,271.3,0,0,0
9,14,24.9,342,207.8,36.2,342,375,285.7,281.2,282,270.3,0,0,0
9,14,24.9,342,207.8,36.2,342,395,284.7,280.2,282,269.3,0,0,0
9,14,24.9,342,207.8,36.2,342,415,284.7,280.2,282,269.3,0,0,0
9,14,24.9,342,207.8,36.2,342,433,284.7,280.2,282,269.3,0,0,0
9,14,24.9,342,207.8,36.2,342,451,285.7,280.2,282,268.3,0,0,0
9,14,24.89,242,207.44,36.56,342,467,285.7,280.2,282,268.3,0,0,0
9,14,24.89,242,207.44,36.56,342,483,285.7,280.2,282,268.3,0,0,0
9,14,24.89,242,207.44,36.56,342,498,285.7,280.2,282,268.3,0,0,0
9,14,24.89,242,207.44,36.56,342,512,284.7,280.2,282,267.3,0,0,0
9,14,24.89,242,207.44,36.56,342,525,285.7,280.2,282,267.3,0,0,0
9,14,24.89,242,207.44,36.56,342,536,285.7,280.2,282,267.3,0,0,0
9,14,24.89,342,207.44,36.56,342,545,285.7,280.2,282,267.3,0,0,0
9,14,24.89,342,207.44,36.56,342,553,284.7,280.2,282,267.3,0,0,0
9,14,24.88,243,207.08,36.92,342,559,285.7,280.2,282,267.3,0,0,0
9,14,24.88,243,207.08,36.92,342,562,284.7,280.2,282,268.3,0,0,0
9,14,24.87,144,206.73,37.27,342,563,283.7,280.2,281,268.3,0,0,0
9,14,24.87,144,206.73,37.27,342,562,283.7,280.2,281,268.3,0,0,0
9,14,24.87,144,206.73,37.27,342,559,283.7,280.2,281,268.3,0,0,0
9,14,24.87,144,206.73,37.27,342,554,283.7,280.2,281,268.3,0,0,0
9,15,24.87,243,206.73,37.27,342,547,283.7,280.2,281,268.3,0,0,0
9,15,24.87,257,206.73,37.27,356,538,283.7,280.2,281,268.3,0,0,0
9,15,24.87,370,206.73,37.27,370,526,283.7,280.2,281,268.3,0,0,0
9,15,24.87,370,206.73,37.27,370,515,283.7,280.2,281,268.3,0,0,0
9,15,24.87,370,206.73,37.27,370,504,284.7,279.2,281,271.3,0,0,0
9,15,24.87,370,206.73,37.27,370,493,283.7,279.2,281,277.3,0,0,0
9,15,24.87,370,206.73,37.27,370,481,284.7,279.2,281,280.3,0,0,0
9,15,24.87,370,206.73,37.27,370,469,284.7,279.2,281,283.3,0,0,0
9,15,24.87,370,206.73,37.27,370,456,284.7,279.2,287,284.3,0,0,0
9,15,24.87,370,206.73,37.27,370,445,284.7,286.2,292,285.3,0,0,0
9,15,24.86,273,206.37,37.63,372,433,284.7,291.2,295,285.3,0,0,0
9,15,24.85,174,206.01,37.99,372,420,291.7,293.2,298,284.3,0,0,0
9,15,24.85,174,206.01,37.99,372,408,298.7,296.2,300,283.3,0,0,0
9,15,24.85,174,206.01,37.99,372,395,308.7,297.2,300,280.3,0,0,0
9,15,24.85,174,206.01,37.99,372,382,313.7,301.2,300,276.3,0,0,0
9,15,24.85,174,206.01,37.99,372,370,316.7,306.2,303,273.3,0,0,0
9,15,24.84,174,205.65,38.35,372,358,318.7,308.2,304,273.3,0,0,0
